Index,Call_1,Call_2,Call_3,Call_4,Call_5,Call_6,Call_7,Call_8,Func_Call_1,Func_Call_2,Func_Call_3,Func_Call_4,Deadlock
6689,3,0,3,1,0,1,2,2,2,2,2,2,
6690,3,0,2,2,2,2,3,1,1,1,4,2,
6691,2,2,1,3,1,0,0,2,2,2,3,1,
6692,0,3,0,3,1,0,2,1,3,2,1,2,
6693,0,2,3,2,1,1,2,0,2,2,3,1,
6694,0,1,3,1,2,2,2,3,1,2,3,2,
6695,2,1,0,3,3,2,3,2,1,1,3,3,
6696,1,0,2,2,2,2,0,3,2,1,4,1,
6697,2,1,2,0,0,3,1,2,2,2,3,1,
6698,3,3,2,1,2,0,1,0,2,2,2,2,
6699,2,0,3,1,3,1,2,3,1,2,2,3,
6700,2,3,2,0,0,1,3,3,2,1,2,3,
6701,2,1,0,3,3,2,1,0,2,2,2,2,
6702,3,1,3,1,0,2,1,3,1,3,1,3,
6703,0,2,3,3,2,0,2,1,2,1,3,2,
6704,1,0,2,3,0,3,3,0,3,1,1,3,
6705,0,2,1,0,2,3,0,1,3,2,2,1,
6706,2,1,1,2,1,0,2,3,1,3,3,1,
6707,3,0,0,3,1,1,2,0,3,2,1,2,
6708,3,1,1,0,2,3,2,1,1,3,2,2,
6709,1,1,2,1,0,3,3,2,1,3,2,2,
6710,3,0,2,0,1,3,1,2,2,2,2,2,
6711,0,1,2,0,1,2,0,3,3,2,2,1,
6712,2,1,1,0,1,3,2,3,1,3,2,2,
6713,1,2,3,2,3,1,1,0,1,3,2,2,
6714,3,2,1,3,1,3,0,2,1,2,2,3,
6715,3,1,1,2,0,2,3,1,1,3,2,2,
6716,1,3,2,2,3,0,1,0,2,2,2,2,
6717,3,1,1,2,1,0,2,0,2,3,2,1,
6718,0,3,2,0,2,2,1,3,2,1,3,2,
6719,3,2,3,1,0,1,1,3,1,3,1,3,
6720,3,2,1,0,0,0,0,3,4,1,1,2,
6721,3,1,0,1,2,3,3,2,1,2,2,3,
6722,1,2,2,2,3,3,0,1,1,2,3,2,
6723,2,3,2,1,1,2,0,3,1,2,3,2,
6724,2,0,1,3,0,1,0,0,4,2,1,1,
6725,1,1,2,3,2,3,1,1,0,4,2,2,
6726,3,0,1,0,2,3,2,1,2,2,2,2,
6727,3,1,2,3,2,2,1,0,1,2,3,2,
6728,3,3,1,0,1,2,3,3,1,2,1,4,
6729,2,3,3,0,3,2,0,2,2,0,3,3,
6730,0,3,2,2,1,0,1,3,2,2,2,2,
6731,3,1,2,0,1,0,1,2,2,3,2,1,
6732,1,1,2,3,2,0,0,1,2,3,2,1,
6733,0,0,3,3,2,3,0,2,3,0,2,3,
6734,2,0,1,2,1,2,0,0,3,2,3,0,
6735,3,1,0,3,0,2,1,2,2,2,2,2,
6736,3,2,0,3,2,3,1,1,1,2,2,3,
6737,3,1,2,3,1,3,1,2,0,3,2,3,
6738,2,3,2,2,0,0,1,3,2,1,3,2,
6739,2,1,3,0,3,0,1,1,2,3,1,2,
6740,1,0,0,1,0,3,2,2,3,2,2,1,
6741,2,0,2,0,1,2,0,1,3,2,3,0,
6742,2,1,2,0,1,2,3,3,1,2,3,2,
6743,1,0,3,0,0,3,0,1,4,2,0,2,
6744,1,3,0,2,2,1,1,1,1,4,2,1,
6745,1,3,3,0,0,1,2,3,2,2,1,3,
6746,0,3,1,2,3,0,0,0,4,1,1,2,
6747,0,0,3,2,3,1,1,1,2,3,1,2,
6748,2,2,1,3,3,0,0,0,3,1,2,2,
6749,2,1,0,1,1,0,3,2,2,3,2,1,
6750,0,0,1,0,1,3,3,2,3,2,1,2,
6751,0,1,2,2,3,0,3,1,2,2,2,2,
6752,0,3,1,3,1,2,2,1,1,3,2,2,
6753,2,2,1,0,0,3,2,1,2,2,3,1,
6754,2,3,3,2,3,1,0,1,1,2,2,3,
6755,0,2,1,1,1,3,3,0,2,3,1,2,
6756,1,3,2,2,0,2,3,1,1,2,3,2,
6757,0,1,2,3,1,3,3,2,1,2,2,3,
6758,0,0,1,0,1,3,2,2,3,2,2,1,
6759,0,0,3,1,3,1,2,3,2,2,1,3,
6760,0,3,2,0,1,1,0,3,3,2,1,2,
6761,0,3,3,2,3,2,1,0,2,1,2,3,
6762,0,3,3,3,2,1,2,0,2,1,2,3,
6763,1,2,0,2,2,1,2,0,2,2,4,0,
6764,0,1,0,1,3,0,1,3,3,3,0,2,
6765,0,3,1,1,3,0,2,3,2,2,1,3,
6766,3,0,3,3,1,1,0,2,2,2,1,3,
6767,0,2,0,2,2,3,1,0,3,1,3,1,
6768,1,2,3,0,2,3,1,1,1,3,2,2,
6769,1,2,0,1,2,0,2,3,2,2,3,1,
6770,1,2,3,1,3,0,1,2,1,3,2,2,
6771,0,1,3,3,2,2,0,2,2,1,3,2,
6772,1,2,0,3,2,0,2,0,3,1,3,1,
6773,3,2,2,2,1,0,3,1,1,2,3,2,
6774,2,0,2,2,1,1,3,0,2,2,3,1,
6775,1,2,1,2,3,1,2,0,1,3,3,1,
6776,1,2,1,0,2,3,0,2,2,2,3,1,
6777,1,0,2,1,3,1,1,2,1,4,2,1,
6778,2,1,3,1,3,0,1,2,1,3,2,2,
6779,2,3,2,0,1,2,3,1,1,2,3,2,
6780,2,1,3,0,3,2,1,2,1,2,3,2,
6781,1,2,2,0,0,1,3,1,2,3,2,1,
6782,0,3,1,0,2,1,0,3,3,2,1,2,
6783,1,2,3,2,2,3,1,1,0,3,3,2,
6784,0,3,2,3,3,0,1,2,2,1,2,3,
6785,0,3,0,3,2,1,3,2,2,1,2,3,
6786,1,0,3,2,0,1,2,1,2,3,2,1,
6787,2,2,3,0,0,3,1,2,2,1,3,2,
6788,2,3,0,0,1,0,3,2,3,1,2,2,
6789,3,0,3,0,2,1,1,3,2,2,1,3,
6790,3,2,0,1,1,0,3,2,2,2,2,2,
6791,0,1,2,3,2,3,0,1,2,2,2,2,
6792,0,3,1,1,2,2,0,2,2,2,3,1,
6793,1,1,1,3,3,2,0,1,1,4,1,2,
6794,0,0,2,3,2,1,3,0,3,1,2,2,
6795,1,3,1,2,2,1,3,0,1,3,2,2,
6796,0,2,0,3,1,0,3,2,3,1,2,2,
6797,0,2,0,3,3,0,2,0,4,0,2,2,
6798,1,2,3,3,0,3,1,0,2,2,1,3,
6799,2,3,2,3,1,0,3,1,1,2,2,3,
6800,2,0,0,0,1,2,1,3,3,2,2,1,
6801,0,2,3,3,3,0,0,1,3,1,1,3,
6802,1,1,2,0,0,2,3,1,2,3,2,1,
6803,2,1,1,3,1,3,2,1,0,4,2,2,
6804,2,2,2,3,3,1,0,2,1,1,4,2,
6805,3,1,1,0,0,0,3,2,3,2,1,2,
6806,2,0,0,1,3,2,1,2,2,2,3,1,
6807,0,3,3,0,3,2,0,2,3,0,2,3,
6808,0,0,2,3,2,3,1,1,2,2,2,2,
6809,3,1,3,0,0,0,2,1,3,2,1,2,
6810,3,2,1,1,1,0,0,2,2,3,2,1,
6811,3,0,2,0,0,3,1,2,3,1,2,2,
6812,3,2,0,1,1,3,1,3,1,3,1,3,
6813,1,2,1,2,2,3,3,0,1,2,3,2,
6814,3,2,3,0,1,0,2,1,2,2,2,2,
6815,0,0,0,1,1,2,3,0,4,2,1,1,
6816,0,2,1,1,3,3,2,3,1,2,2,3,
6817,1,1,3,0,2,0,2,3,2,2,2,2,
6818,1,1,0,3,2,3,1,1,1,4,1,2,
6819,2,0,1,1,0,3,3,0,3,2,1,2,
6820,1,3,3,2,3,2,0,3,1,1,2,4,
6821,1,3,3,0,2,1,0,3,2,2,1,3,
6822,0,2,2,1,3,3,1,3,1,2,2,3,
6823,1,3,3,0,3,1,0,1,2,3,0,3,
6824,3,2,1,2,0,0,3,3,2,1,2,3,
6825,0,0,0,2,2,1,3,3,3,1,2,2,
6826,2,1,3,1,0,0,1,2,2,3,2,1,
6827,2,3,3,3,0,1,0,2,2,1,2,3,
6828,1,3,0,0,0,0,2,3,4,1,1,2,
6829,3,0,1,1,1,3,0,2,2,3,1,2,
6830,2,1,2,3,3,0,0,2,2,1,3,2,
6831,1,3,0,0,2,1,3,2,2,2,2,2,
6832,1,2,2,1,2,1,3,0,1,3,3,1,
6833,3,1,2,0,2,2,3,2,1,1,4,2,
6834,2,0,3,2,0,1,0,3,3,1,2,2,
6835,3,1,3,0,2,0,0,2,3,1,2,2,
6836,0,1,0,0,2,0,3,1,4,2,1,1,
6837,2,0,1,3,1,2,3,2,1,2,3,2,
6838,2,0,2,2,0,3,1,3,2,1,3,2,
6839,0,2,0,2,1,1,3,3,2,2,2,2,
6840,3,1,0,1,0,2,3,0,3,2,1,2,
6841,1,2,0,1,3,0,2,0,3,2,2,1,
6842,0,0,3,2,1,2,2,1,2,2,3,1,
6843,3,3,0,1,0,2,1,0,3,2,1,2,
6844,2,3,3,2,0,0,1,3,2,1,2,3,
6845,0,3,0,1,2,1,3,0,3,2,1,2,
6846,3,2,3,3,0,0,1,2,2,1,2,3,
6847,2,3,3,1,0,1,0,0,3,2,1,2,
6848,2,2,3,3,0,3,1,2,1,1,3,3,
6849,1,2,3,0,2,0,0,2,3,1,3,1,
6850,0,0,2,1,3,1,0,3,3,2,1,2,
6851,0,1,2,2,3,2,0,1,2,2,3,1,
6852,3,2,3,1,2,3,0,3,1,1,2,4,
6853,1,0,0,1,3,1,3,0,3,3,0,2,
6854,2,0,1,1,1,3,3,2,1,3,2,2,
6855,3,0,3,2,0,1,2,3,2,1,2,3,
6856,1,3,1,2,2,2,3,1,0,3,3,2,
6857,1,0,2,0,3,1,1,3,2,3,1,2,
6858,2,0,3,2,1,3,2,0,2,1,3,2,
6859,3,1,2,0,1,3,3,2,1,2,2,3,
6860,1,2,3,1,3,1,2,2,0,3,3,2,
6861,1,1,0,3,0,3,1,0,3,3,0,2,
6862,1,3,0,1,3,1,1,0,2,4,0,2,
6863,2,2,0,0,1,0,2,3,3,1,3,1,
6864,3,1,3,0,1,0,2,1,2,3,1,2,
6865,3,0,3,1,0,1,1,3,2,3,0,3,
6866,2,3,0,3,3,1,2,2,1,1,3,3,
6867,2,1,0,0,3,3,1,3,2,2,1,3,
6868,3,3,0,3,2,0,2,1,2,1,2,3,
6869,1,3,0,2,0,2,1,3,2,2,2,2,
6870,1,2,2,1,0,3,1,2,1,3,3,1,
6871,3,0,3,2,2,3,1,3,1,1,2,4,
6872,3,1,0,2,1,3,2,0,2,2,2,2,
6873,2,3,3,1,3,2,1,3,0,2,2,4,
6874,2,3,0,3,0,2,3,0,3,0,2,3,
6875,1,3,2,2,0,0,3,0,3,1,2,2,
6876,3,2,2,3,2,3,0,0,2,0,3,3,
6877,0,3,0,2,2,1,1,1,2,3,2,1,
6878,2,1,1,0,3,0,2,2,2,2,3,1,
6879,1,3,2,3,2,1,0,2,1,2,3,2,
6880,1,2,0,1,0,0,2,2,3,2,3,0,
6881,1,2,3,0,0,3,1,3,2,2,1,3,
6882,1,3,2,0,0,1,0,2,3,2,2,1,
6883,0,1,2,1,3,2,1,3,1,3,2,2,
6884,2,0,1,1,1,3,0,2,2,3,2,1,
6885,2,1,0,1,3,2,1,0,2,3,2,1,
6886,3,0,1,3,1,2,0,0,3,2,1,2,
6887,0,3,1,3,2,0,3,1,2,2,1,3,
6888,2,2,0,2,0,1,3,3,2,1,3,2,
6889,2,1,1,3,1,0,2,2,1,3,3,1,
6890,3,1,0,3,0,0,2,1,3,2,1,2,
6891,2,0,1,2,3,2,0,0,3,1,3,1,
6892,0,1,1,1,3,3,2,0,2,3,1,2,
6893,1,1,0,3,3,2,2,2,1,2,3,2,
6894,2,1,2,2,3,3,0,1,1,2,3,2,
6895,1,2,0,3,3,3,2,0,2,1,2,3,
6896,1,2,0,0,3,0,3,2,3,1,2,2,
6897,3,1,3,2,1,2,0,1,1,3,2,2,
6898,0,0,1,0,3,1,0,2,4,2,1,1,
6899,1,3,2,0,2,2,1,2,1,2,4,1,
6900,0,2,3,0,2,3,2,3,2,0,3,3,
6901,2,0,0,2,3,1,2,1,2,2,3,1,
6902,1,1,0,2,3,2,3,3,1,2,2,3,
6903,2,2,1,2,3,1,2,0,1,2,4,1,
6904,2,1,0,1,0,0,2,2,3,2,3,0,
6905,3,0,1,2,1,3,2,3,1,2,2,3,
6906,2,0,0,1,3,1,2,0,3,2,2,1,
6907,0,0,3,2,3,2,2,0,3,0,3,2,
6908,0,2,3,1,2,1,0,3,2,2,2,2,
6909,0,3,2,1,3,2,3,0,2,1,2,3,
6910,3,2,3,3,0,3,1,2,1,1,2,4,
6911,1,0,3,1,3,1,1,0,2,4,0,2,
6912,0,3,1,3,2,2,3,1,1,2,2,3,
6913,0,2,0,1,1,1,2,3,2,3,2,1,
6914,2,0,0,1,0,2,3,2,3,1,3,1,
6915,0,1,3,0,1,2,1,3,2,3,1,2,
6916,3,0,1,3,0,1,2,1,2,3,1,2,
6917,2,0,1,3,3,3,2,0,2,1,2,3,
6918,0,2,2,1,2,1,0,0,3,2,3,0,
6919,0,0,3,1,1,2,2,2,2,2,3,1,
6920,2,0,1,0,0,3,3,2,3,1,2,2,
6921,3,0,3,1,0,1,1,2,2,3,1,2,
6922,1,2,0,3,3,3,3,2,1,1,2,4,
6923,1,1,0,3,2,0,1,1,2,4,1,1,
6924,3,2,1,0,1,3,0,2,2,2,2,2,
6925,1,0,2,1,3,2,3,2,1,2,3,2,
6926,1,0,0,0,0,2,1,3,4,2,1,1,
6927,3,1,1,0,0,2,3,2,2,2,2,2,
6928,1,2,3,0,0,1,2,3,2,2,2,2,
6929,3,2,1,0,1,1,3,3,1,3,1,3,
6930,0,1,3,1,1,0,0,2,3,3,1,1,
6931,1,2,0,3,2,1,1,1,1,4,2,1,
6932,0,2,1,1,2,3,3,2,1,2,3,2,
6933,0,2,0,2,1,3,3,1,2,2,2,2,
6934,3,3,2,0,1,2,0,2,2,1,3,2,
6935,3,1,2,3,1,0,1,2,1,3,2,2,
6936,0,3,3,1,3,1,0,0,3,2,0,3,
6937,1,2,2,1,3,1,3,0,1,3,2,2,
6938,1,2,1,2,3,0,2,3,1,2,3,2,
6939,2,2,3,2,0,1,1,3,1,2,3,2,
6940,2,3,0,2,1,0,1,0,3,2,2,1,
6941,0,3,3,2,1,1,0,0,3,2,1,2,
6942,0,1,0,3,1,2,2,1,2,3,2,1,
6943,0,3,2,0,3,0,3,1,3,1,1,3,
6944,3,0,2,1,1,3,1,0,2,3,1,2,
6945,1,1,0,0,2,3,2,1,2,3,2,1,
6946,2,2,2,1,3,1,0,2,1,2,4,1,
6947,2,0,2,1,0,1,1,2,2,3,3,0,
6948,3,0,2,0,0,2,1,3,3,1,2,2,
6949,1,3,1,2,2,1,0,0,2,3,2,1,
6950,2,0,0,2,3,3,2,1,2,1,3,2,
6951,0,1,3,3,3,3,1,0,2,2,0,4,
6952,2,1,3,0,3,2,1,1,1,3,2,2,
6953,3,0,3,2,0,1,1,1,2,3,1,2,
6954,3,3,2,0,2,1,0,1,2,2,2,2,
6955,2,1,2,2,1,3,0,3,1,2,3,2,
6956,2,0,0,1,3,2,1,3,2,2,2,2,
6957,0,2,1,2,1,1,2,0,2,3,3,0,
6958,1,0,3,0,2,3,1,1,2,3,1,2,
6959,2,3,3,3,3,0,2,1,1,1,2,4,
6960,3,2,0,3,2,0,1,1,2,2,2,2,
6961,1,3,0,1,2,1,2,3,1,3,2,2,
6962,1,0,0,2,3,1,3,3,2,2,1,3,
6963,2,2,0,0,0,1,3,2,3,1,3,1,
6964,0,1,0,3,2,0,3,1,3,2,1,2,
6965,2,3,0,1,3,0,2,2,2,1,3,2,
6966,3,2,3,1,2,1,0,2,1,2,3,2,
6967,0,1,3,1,1,3,2,2,1,3,2,2,
6968,3,2,0,1,1,1,1,0,2,4,1,1,
6969,2,1,1,3,1,0,2,0,2,3,2,1,
6970,2,3,0,0,1,0,2,3,3,1,2,2,
6971,3,0,0,3,1,3,1,2,2,2,1,3,
6972,0,1,0,0,2,3,3,1,3,2,1,2,
6973,3,2,2,0,0,0,1,1,3,2,2,1,
6974,0,1,2,2,2,0,1,3,2,2,3,1,
6975,2,2,0,3,1,0,2,0,3,1,3,1,
6976,0,2,1,0,3,3,0,1,3,2,1,2,
6977,2,0,2,0,1,3,3,2,2,1,3,2,
6978,1,0,0,1,0,1,3,2,3,3,1,1,
6979,3,2,3,0,1,0,2,2,2,1,3,2,
6980,1,0,0,2,3,3,2,3,2,1,2,3,
6981,1,2,0,0,2,0,1,3,3,2,2,1,
6982,3,1,3,2,0,0,2,0,3,1,2,2,
6983,2,3,2,2,3,1,0,1,1,2,3,2,
6984,3,3,1,3,1,2,3,0,1,2,1,4,
6985,2,3,0,0,3,1,1,2,2,2,2,2,
6986,2,3,0,2,0,2,3,1,2,1,3,2,
6987,2,0,1,1,0,2,3,0,3,2,2,1,
6988,1,3,0,2,0,0,3,1,3,2,1,2,
6989,2,3,1,2,0,2,2,1,1,2,4,1,
6990,2,1,0,0,0,3,3,1,3,2,1,2,
6991,3,3,2,0,0,1,1,2,2,2,2,2,
6992,1,1,2,2,0,2,0,3,2,2,3,1,
6993,1,3,3,1,2,0,2,3,1,2,2,3,
6994,3,2,2,1,2,0,1,2,1,2,4,1,
6995,1,2,0,3,3,0,2,0,3,1,2,2,
6996,2,1,3,0,1,2,0,1,2,3,2,1,
6997,1,0,2,0,2,2,0,3,3,1,3,1,
6998,0,3,0,1,3,2,2,2,2,1,3,2,
6999,0,1,1,2,1,2,0,1,2,4,2,0,
7000,0,1,1,2,1,3,0,0,3,3,1,1,
7001,0,0,3,2,3,1,0,1,3,2,1,2,
7002,1,0,0,2,3,1,3,1,2,3,1,2,
7003,0,3,3,2,3,1,0,3,2,1,1,4,
7004,1,3,2,0,2,0,3,1,2,2,2,2,
7005,0,2,0,1,3,1,2,2,2,2,3,1,
7006,0,3,2,1,1,2,0,2,2,2,3,1,
7007,0,3,2,3,2,2,3,1,1,1,3,3,
7008,1,3,3,2,0,0,1,0,3,2,1,2,
7009,3,3,1,2,2,1,3,0,1,2,2,3,
7010,2,1,1,2,3,0,2,1,1,3,3,1,
7011,0,3,2,0,2,0,1,1,3,2,2,1,
7012,2,1,0,1,1,0,1,2,2,4,2,0,
7013,1,0,0,3,3,2,3,0,3,1,1,3,
7014,3,3,3,0,0,1,2,3,2,1,1,4,
7015,3,3,0,2,1,2,2,3,1,1,3,3,
7016,1,3,1,0,3,1,2,2,1,3,2,2,
7017,1,3,1,2,2,1,3,3,0,3,2,3,
7018,3,3,2,1,1,0,1,0,2,3,1,2,
7019,0,3,0,3,1,1,2,2,2,2,2,2,
7020,1,3,0,1,0,2,1,2,2,3,2,1,
7021,0,0,1,3,2,1,0,1,3,3,1,1,
7022,0,3,1,2,1,1,3,1,1,4,1,2,
7023,3,2,0,0,0,1,1,3,3,2,1,2,
7024,2,0,1,3,3,1,2,2,1,2,3,2,
7025,1,2,2,0,2,3,0,3,2,1,3,2,
7026,1,0,2,3,3,3,0,1,2,2,1,3,
7027,3,2,3,0,0,3,1,3,2,1,1,4,
7028,3,3,2,2,2,1,0,1,1,2,3,2,
7029,1,3,3,1,3,0,2,0,2,2,1,3,
7030,1,3,3,0,0,0,2,2,3,1,2,2,
7031,0,2,1,1,2,1,2,3,1,3,3,1,
7032,0,1,1,2,2,2,0,3,2,2,3,1,
7033,1,3,2,1,2,1,0,3,1,3,2,2,
7034,0,2,1,3,3,0,3,2,2,1,2,3,
7035,2,1,2,0,1,3,3,3,1,2,2,3,
7036,1,2,3,1,3,3,0,2,1,2,2,3,
7037,0,1,1,2,1,0,2,3,2,3,2,1,
7038,0,2,3,1,2,1,2,2,1,2,4,1,
7039,0,3,0,3,1,0,2,2,3,1,2,2,
7040,0,1,1,1,1,2,3,0,2,4,1,1,
7041,0,3,0,1,2,1,1,2,2,3,2,1,
7042,3,2,0,2,1,3,1,0,2,2,2,2,
7043,0,2,3,2,2,0,1,1,2,2,3,1,
7044,3,2,1,3,1,0,0,0,3,2,1,2,
7045,0,0,3,2,2,3,1,0,3,1,2,2,
7046,0,0,3,2,3,1,2,0,3,1,2,2,
7047,0,0,2,2,1,3,0,3,3,1,2,2,
7048,3,0,2,0,1,1,0,2,3,2,2,1,
7049,0,3,2,2,1,1,1,0,2,3,2,1,
7050,3,1,3,0,1,2,0,2,2,2,2,2,
7051,2,1,1,1,3,2,0,3,1,3,2,2,
7052,1,3,2,2,2,1,3,1,0,3,3,2,
7053,0,1,0,1,3,0,2,2,3,2,2,1,
7054,0,2,1,3,1,3,3,0,2,2,1,3,
7055,3,0,2,1,1,3,3,2,1,2,2,3,
7056,1,3,1,2,2,0,0,0,3,2,2,1,
7057,3,3,1,1,1,0,2,0,2,3,1,2,
7058,1,1,3,0,2,3,2,2,1,2,3,2,
7059,2,2,0,3,3,0,1,1,2,2,2,2,
7060,1,0,3,3,2,2,1,0,2,2,2,2,
7061,0,1,3,2,3,2,1,1,1,3,2,2,
7062,0,0,1,0,3,2,3,1,3,2,1,2,
7063,0,1,0,0,1,3,3,2,3,2,1,2,
7064,1,2,1,2,3,3,0,0,2,2,2,2,
7065,1,0,2,1,0,2,3,2,2,2,3,1,
7066,0,3,0,2,2,2,3,1,2,1,3,2,
7067,3,3,3,2,1,2,0,3,1,1,2,4,
7068,0,1,1,1,1,0,2,3,2,4,1,1,
7069,1,3,2,0,2,2,1,3,1,2,3,2,
7070,3,0,3,0,0,2,1,3,3,1,1,3,
7071,3,2,1,3,0,3,3,2,1,1,2,4,
7072,0,1,3,1,1,2,1,0,2,4,1,1,
7073,3,1,3,0,0,2,2,3,2,1,2,3,
7074,3,2,2,0,0,1,3,3,2,1,2,3,
7075,0,0,1,3,1,3,3,0,3,2,0,3,
7076,1,3,2,3,0,0,3,1,2,2,1,3,
7077,2,1,3,3,0,0,1,0,3,2,1,2,
7078,2,0,1,1,0,3,2,3,2,2,2,2,
7079,0,0,2,0,2,1,3,3,3,1,2,2,
7080,2,2,1,3,0,3,0,1,2,2,2,2,
7081,3,3,3,0,1,0,2,1,2,2,1,3,
7082,3,0,0,0,1,2,1,3,3,2,1,2,
7083,2,1,2,3,0,2,3,0,2,1,3,2,
7084,0,1,0,0,1,2,3,2,3,2,2,1,
7085,0,1,1,2,1,3,0,3,2,3,1,2,
7086,3,3,1,2,1,2,3,1,0,3,2,3,
7087,0,3,0,2,3,2,2,0,3,0,3,2,
7088,0,2,3,1,3,1,2,2,1,2,3,2,
7089,1,0,1,0,0,2,3,1,3,3,1,1,
7090,0,1,2,3,3,3,0,1,2,2,1,3,
7091,1,2,3,1,0,1,2,2,1,3,3,1,
7092,1,0,3,2,3,2,0,0,3,1,2,2,
7093,2,1,1,0,3,0,3,2,2,2,2,2,
7094,3,2,2,3,0,3,0,1,2,1,2,3,
7095,1,0,0,3,0,1,2,0,4,2,1,1,
7096,3,3,2,1,2,0,3,2,1,1,3,3,
7097,3,3,2,2,0,1,1,3,1,2,2,3,
7098,0,0,3,3,1,2,2,0,3,1,2,2,
7099,0,0,2,1,2,3,1,3,2,2,2,2,
7100,2,3,0,1,3,2,2,2,1,1,4,2,
7101,2,2,3,0,0,1,0,2,3,1,3,1,
7102,1,3,2,1,3,2,1,2,0,3,3,2,
7103,1,1,0,3,0,3,1,1,2,4,0,2,
7104,2,3,1,0,3,2,2,3,1,1,3,3,
7105,0,0,2,1,1,3,1,0,3,3,1,1,
7106,1,1,2,3,0,3,3,1,1,3,1,3,
7107,2,0,2,0,3,1,1,3,2,2,2,2,
7108,1,0,1,3,0,3,2,2,2,2,2,2,
7109,0,2,1,2,1,0,0,1,3,3,2,0,
7110,0,0,2,2,3,2,1,0,3,1,3,1,
7111,0,1,3,2,1,0,2,1,2,3,2,1,
7112,1,2,2,0,3,0,1,2,2,2,3,1,
7113,1,0,3,0,3,3,1,2,2,2,1,3,
7114,1,2,1,2,2,1,0,3,1,3,3,1,
7115,2,0,2,0,0,1,1,2,3,2,3,0,
7116,1,1,0,1,2,3,3,0,2,3,1,2,
7117,0,3,0,3,2,1,1,0,3,2,1,2,
7118,3,0,0,3,1,2,1,0,3,2,1,2,
7119,2,2,2,1,0,1,3,2,1,2,4,1,
7120,1,2,3,1,0,3,2,2,1,2,3,2,
7121,1,3,2,3,0,1,0,2,2,2,2,2,
7122,0,0,1,2,1,2,3,0,3,2,2,1,
7123,2,1,0,1,0,0,3,3,3,2,1,2,
7124,1,0,3,3,3,3,0,1,2,2,0,4,
7125,0,0,2,1,3,2,0,2,3,1,3,1,
7126,3,2,1,1,1,1,0,2,1,4,2,1,
7127,0,1,2,1,1,2,3,3,1,3,2,2,
7128,3,1,3,3,2,0,0,1,2,2,1,3,
7129,2,0,0,3,0,2,3,1,3,1,2,2,
7130,3,3,0,1,0,2,1,2,2,2,2,2,
7131,2,1,3,3,1,0,2,0,2,2,2,2,
7132,0,1,0,0,3,0,2,1,4,2,1,1,
7133,0,2,2,0,2,3,1,3,2,1,3,2,
7134,1,3,1,0,2,0,0,3,3,2,1,2,
7135,0,0,1,2,1,2,3,3,2,2,2,2,
7136,2,2,0,0,1,3,2,3,2,1,3,2,
7137,0,2,3,2,1,0,2,1,2,2,3,1,
7138,0,1,1,2,3,3,0,1,2,3,1,2,
7139,1,2,3,2,3,1,1,3,0,3,2,3,
7140,3,1,0,2,0,2,1,0,3,2,2,1,
7141,3,0,2,1,0,1,1,0,3,3,1,1,
7142,1,2,0,2,2,3,3,0,2,1,3,2,
7143,0,2,1,3,1,0,0,1,3,3,1,1,
7144,0,3,3,1,1,1,2,0,2,3,1,2,
7145,1,1,0,2,0,3,1,1,2,4,1,1,
7146,1,0,3,2,0,2,2,3,2,1,3,2,
7147,0,3,3,2,3,2,0,3,2,0,2,4,
7148,1,1,2,2,0,3,1,3,1,3,2,2,
7149,0,1,3,2,1,3,0,1,2,3,1,2,
7150,1,0,0,2,0,3,2,1,3,2,2,1,
7151,2,2,2,1,3,1,0,0,2,2,3,1,
7152,3,1,0,2,0,0,2,0,4,1,2,1,
7153,0,3,1,2,1,1,0,0,3,3,1,1,
7154,3,0,0,2,1,1,3,1,2,3,1,2,
7155,1,0,3,0,3,2,1,1,2,3,1,2,
7156,3,1,0,2,1,0,3,1,2,3,1,2,
7157,2,2,1,0,3,1,0,1,2,3,2,1,
7158,1,3,0,1,2,1,3,3,1,3,1,3,
7159,1,1,3,0,3,2,0,1,2,3,1,2,
7160,0,3,3,1,3,0,1,0,3,2,0,3,
7161,1,3,3,3,2,2,0,1,1,2,2,3,
7162,3,2,3,0,0,0,1,2,3,1,2,2,
7163,0,1,3,2,3,0,0,1,3,2,1,2,
7164,2,2,0,1,0,1,3,3,2,2,2,2,
7165,2,0,1,3,3,2,3,0,2,1,2,3,
7166,3,3,2,1,2,0,1,3,1,2,2,3,
7167,1,0,3,2,2,1,1,3,1,3,2,2,
7168,3,1,2,3,2,3,3,1,0,2,2,4,
7169,1,2,1,2,0,0,3,1,2,3,2,1,
7170,0,0,3,2,2,3,0,1,3,1,2,2,
7171,0,0,1,1,1,2,3,2,2,3,2,1,
7172,0,3,1,2,1,0,2,1,2,3,2,1,
7173,0,1,0,1,1,2,3,3,2,3,1,2,
7174,3,2,3,0,1,0,2,3,2,1,2,3,
7175,0,3,2,2,2,0,1,0,3,1,3,1,
7176,2,3,1,0,0,2,0,1,3,2,2,1,
7177,2,1,2,0,3,3,0,1,2,2,2,2,
7178,2,0,3,1,3,1,0,3,2,2,1,3,
7179,2,2,0,1,1,0,3,0,3,2,2,1,
7180,1,1,2,2,0,3,3,1,1,3,2,2,
7181,3,1,2,3,2,2,0,0,2,1,3,2,
7182,2,1,1,2,1,2,0,0,2,3,3,0,
7183,3,0,1,2,0,2,0,0,4,1,2,1,
7184,2,1,3,2,1,3,1,0,1,3,2,2,
7185,1,0,0,2,0,1,3,1,3,3,1,1,
